Organization ID,Organization Name,Reg Form,Signatory,T&C,Org Type,Callink Page,OASIS RSO Designation,OASIS Center Advisor 
46318,"Compass Project, The",Not Started,1,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/compassprojectstudentalliance,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91759,Competitive Giddha of Berkeley,Not Started,1,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Competitive_Giddha_of_Berkeley,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
378428,Competitive Programming at Berkeley,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/CompetitiveProgrammingatBerkeley,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
91511,Compost Alliance at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/compostalliance,LEAD Center Category: Environmental & Sustainability RSO,Melissa Landeros at melissalanderos@berkeley.edu
91373,Computational Biology Graduate Student Association,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/compbio,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
218800,Computational Materials at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/compmatsci,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91226,Computer Science for the Future,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/computerscienceforthefuture,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91254,Computer Science Graduate Entrepreneurs,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/csge,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46395,Computer Science Graduate Student Association,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/csgsa,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
123064,Computer Science Mentors,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/csm,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
45930,Computer Science Undergraduate Association,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/csua,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
46099,Comunidad for Health Equity,Approved,5,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/calche,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
91230,Concrete Canoe,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/concretecanoe,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
157387,Confi,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/confiatberkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
302878,Connect at Cal - Need to change their name (remove Cal from the name),Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/connect-at-cal,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46519,Connect the Dots,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/connectthedots,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
132299,Connection: Christians in Business,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Connection,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
218811,Conscious and Responsible Engineering and Science,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/cares,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
361211,Conscious Living Club at Berkeley,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/consciousliving,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
82185,"Conscious Network, The",Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/TheConsciousNetwork,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
135422,Consciousness Collective at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ConsciousnessCollective,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
91966,Consortium,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/consortium,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91402,Construction Competition Team,Not Started,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/constructioncompetitionteam,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
83091,Consult Your Community (CYC) at Berkeley,Not Started,3,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/cyc,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
58322,Consulting Club at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ConsultingClubAtBerkeley,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
304110,Consulting Regionally in Biotech at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/CRIBB,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
289762,Consulting School,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ConsultingSchool,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
46664,Consumer Advocacy and Protection Society,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/CAPS,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
120531,Consumer Protection Public Policy Order (Formerly Consumer Rights Workshop),Not Started,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/consumerrightsworkshop,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
361215,Content Creation at Berkeley,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/cc,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
91859,Contra Costa Reentry Project,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/contracostareentry,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
235060,Convergent at Berkeley (Formerly Cal Convergent),Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/convergent,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
165200,Cook n' Serve,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/cooknserve,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46371,Cooking Club,Inprogress,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/cookingclubthe,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
91810,Cooking up Community,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/cookingupcommunity,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46169,"Co-op Review, The",Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/coopreviewthe,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
350849,Coordinate,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/coordinate,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
361237,Core Consulting Group,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/coreconsultinggroup,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
289454,Corral Correspondence,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/corralcorrespondence,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46246,Cosmopolitan Philosophy at Berkeley,Approved,5,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/cosmophil,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
92088,Covenant Reformed Christian Fellowship,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/covenantreformedchristianfellowship,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
289740,Crabbers and Anglers of Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/CrabbersandAnglersofBerkeley,LEAD Center Category: Environmental & Sustainability RSO,Sharon Daraphonhdeth atsdara@berkeley.edu
361803,Cracking the Coding Interview at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/crackingthecodinginterview,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
91301,Crafting Consent,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/craftingconsent,LEAD Center Category: Cultural & Identity/Women Interest RSO,Melissa Landeros at melissalanderos@berkeley.edu
378034,Cre8 Innovations at Berkeley,Approved,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/Cre8InnovationsatBerkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
237717,Create at Berkeley,Not Started,1,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/CreateatBerkeley,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
46563,Creative Applications to Life in Origami,Approved,6,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/CALOrigami,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
302886,Creative Arts to Reinspire and Empower,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/care,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
60610,Creative Residencies for Emerging Artists Teaching Empowerment,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/create,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
220452,Creative Writers Association,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/creativewritersassociation,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
144044,CREW's at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/CREWSATBERKELEY,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
91905,Cricket Club of Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/cricketclubofberkeley,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
46396,Criminal Justice Policy Group,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gacriminaljusticepolicygroup,OASIS Center Category: Academic RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
126330,Crisis Editorial Collective,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/crisis,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
325655,Critical Digital Undercommons,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/criticaldigitalundercommons,OASIS Center Category: Academic RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
385434,Critical Pacific Island Studies Collective (CPISC),Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/cpisc,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
91257,Critical Urbanisms Working Group,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/criticalurbanismsworkinggroup,OASIS Center Category: Academic RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
55806,Crochet with Me,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/crochetwithme,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
129610,Crohn's and Colitis Awareness Society,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/C-CAS,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46515,Crossroads Christian Fellowship: Chinese for Christ Berkeley Church,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/crossroadschristianfellowship,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
157549,Crossroads Dance Team - Need to change their name (remove Crossroads),Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/CrossroadsDance,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
